Title,PublishedAt,ViewCount,LikeCount,DislikeCount,CommentCount,Duration,URL
Inside Ukraine hospital: At least 30 staff resigned,2022-04-06T14:46:12Z,280232,4351,0,1099,6.12,https://www.youtube.com/watch?v=KvV-Jgsh0w4
Retired Colonel: It's game over here if Russians do this,2022-05-24T05:09:24Z,2546403,19131,0,7641,5.9,https://www.youtube.com/watch?v=KOpAdy8cLzg
GOP Rep. accuses Liz Cheney of ‘soulless lie’,2022-06-10T17:52:10Z,700780,10649,0,6032,5.2,https://www.youtube.com/watch?v=zUNkcaUEmiU
‘It’s made-up law’: CNN panel spars over Supreme Court abortion decision,2022-06-24T22:25:19Z,392124,5805,0,8809,10.32,https://www.youtube.com/watch?v=ysttQDj7sbk
Little-known lawyer pitched Trump on ‘martial law’ plan in late 2020,2022-07-18T12:15:01Z,261407,4706,0,1957,4.88,https://www.youtube.com/watch?v=VgaLyDIVvzU
'He's done’: GOP Gov. weighs in on Trump's chances in 2024,2023-06-21T18:30:43Z,261044,2409,0,1876,7.05,https://www.youtube.com/watch?v=kFWWRG7X5Y4
CNN visited the Moskva in 2015. This is what it looked like on board,2022-04-15T07:12:00Z,670557,6098,0,2039,10.67,https://www.youtube.com/watch?v=q6NT6AJBL-U
'Biggest fear' has come true as Russia cuts gas supplies to Europe,2022-07-26T18:51:02Z,319529,2739,0,4547,10.97,https://www.youtube.com/watch?v=rgJNhJ599MY
Concertgoers in Russia chant ‘F**k the war!’,2022-05-23T18:59:08Z,1377590,17679,0,4031,4.03,https://www.youtube.com/watch?v=R36xAJFdMNo
"Ukrainians strike massive Russian convoy, Pentagon says",2022-03-04T18:53:37Z,7214189,53586,0,15967,10.62,https://www.youtube.com/watch?v=IsBc_Vbt1Uw
"Inside Russia, anguish as men are enlisted to fight in Putin’s war",2022-09-24T00:31:10Z,1905569,19111,0,13161,8.18,https://www.youtube.com/watch?v=TMpK_UeThG4
Hear what a psychologist thinks about Santos' behavior,2023-02-09T16:19:07Z,548914,8096,0,3830,8.28,https://www.youtube.com/watch?v=YpRiPrvj95Y
Ex-Trump aide says Trump admitted privately that he lost the election,2022-06-19T20:00:00Z,436999,7735,0,4640,4.67,https://www.youtube.com/watch?v=1KRCU9UN6NE
Santos’ lies cast harsh spotlight on a powerful Republican,2023-01-23T18:21:35Z,440914,4931,0,1848,5.55,https://www.youtube.com/watch?v=PvXVPnboL6s
Hear what investigators found inside Idaho suspect's home,2023-01-19T16:00:04Z,546610,4665,0,1234,4.85,https://www.youtube.com/watch?v=4bS4gxxO6yU
Reporter reveals Zelensky's fears from the first days of the invasion,2022-05-02T15:12:12Z,273916,4511,0,1084,5.12,https://www.youtube.com/watch?v=Z3jB7L2SzDc
DOJ investigators raid former Trump official's home,2022-07-08T20:02:12Z,689978,10304,0,4122,2.53,https://www.youtube.com/watch?v=AxexsOHv5aI
Ex-Trump official reacts to his Waco rally remarks: Intent was 'extremely clear',2023-03-28T03:28:36Z,261885,3617,0,1806,8.68,https://www.youtube.com/watch?v=UGeEludAXdg
"Trump 'threw open the doors' of Christian nationalism, says investigative reporter",2022-07-31T18:00:24Z,159765,2860,0,3973,4.43,https://www.youtube.com/watch?v=e_6rfXWPadA
We Are CNN: The Work That Continues,2022-07-15T04:14:32Z,742967,3447,0,0,4.02,https://www.youtube.com/watch?v=ljN9R9suv5s
Jake Tapper on the lessons from UK's recent political turmoil,2022-10-21T02:31:06Z,78893,1260,0,663,7.82,https://www.youtube.com/watch?v=wvD_2M3MQUg
‘A propaganda gift to Vladimir Putin’: King on MTG’s Ukraine remarks,2022-11-18T20:45:01Z,247867,2711,0,2539,7.83,https://www.youtube.com/watch?v=GRbF1ct_aNk
Reporter behind viral report about Titan submersible reveals more about his experience,2023-06-21T03:00:32Z,275709,2238,0,957,8.17,https://www.youtube.com/watch?v=qp4iDpDxW3E
This is the video Chinese censors don't want you to see or share,2022-04-26T12:41:31Z,447180,7990,0,3028,4.32,https://www.youtube.com/watch?v=9LA2JoWu6-A
Ex-top investor in Russia explains what's really driving Putin,2022-04-17T14:58:02Z,2140459,21976,0,5324,7.85,https://www.youtube.com/watch?v=5Lq7haEY9sA
Ex-defense secretary lays out successful Ukraine counteroffensive,2023-06-07T19:49:58Z,356013,3344,0,1353,6.13,https://www.youtube.com/watch?v=OvG2UfFSJgQ
Video shows moments before planes crash during airshow,2022-11-13T20:06:34Z,186752,1045,0,328,2.87,https://www.youtube.com/watch?v=DcW-wiBZ6cc
Rupert Murdoch's New York Post publishes scathing Trump critique,2022-07-24T19:00:05Z,686469,10452,0,4783,3.72,https://www.youtube.com/watch?v=GxzaaRQsexY
Drone footage shows Russian artillery pounding Ukrainian wheat fields,2022-07-16T14:34:03Z,276558,3045,0,2571,6.83,https://www.youtube.com/watch?v=SZrZixOk1uc
NASA launches study on 'unidentified aerial phenomena',2022-10-24T18:32:54Z,512567,6160,0,2732,5.95,https://www.youtube.com/watch?v=UCqU528WLrk
Republican voters react after Pence's Trump comments,2022-02-05T02:45:51Z,1739931,22945,0,10059,10.0,https://www.youtube.com/watch?v=VTH9h1ud2wc
Liz Cheney responds to Trump's efforts to defeat her,2022-07-24T22:00:23Z,1609589,30614,0,14304,9.1,https://www.youtube.com/watch?v=ykaMMilwYfQ
Putin appoints new military commander for Ukraine war,2022-04-10T10:49:02Z,980732,9041,0,4873,8.65,https://www.youtube.com/watch?v=x363JoS_Eyc
Former Russian TV host explains surprising Putin poll,2022-03-31T11:34:10Z,1525912,14114,0,3858,5.88,https://www.youtube.com/watch?v=MrNz7z_TKds
How Russia could be stealing over $13 billion of gold a year from Sudan,2022-07-29T22:56:43Z,107913,2776,0,1828,9.45,https://www.youtube.com/watch?v=aLAR31XUo2Q
"‘Truss likely to be toppled immediately,’ says ex-UK Tory minister",2022-10-17T22:07:42Z,324389,3575,0,1383,10.02,https://www.youtube.com/watch?v=I7vzYEcym00
Ex-CIA chief on increasing tensions following Russian jets intercepting two US Air Force aircrafts,2023-05-24T00:42:37Z,856021,6296,0,1910,8.55,https://www.youtube.com/watch?v=mUsRCnNsmio
Oil baron unleashes vast wealth to fight Putin,2022-05-05T11:17:14Z,2283724,22677,0,3625,5.07,https://www.youtube.com/watch?v=sTVW-zKeXjc
How Ukraine is using kamikaze drones to turn the tables on Russia,2022-04-01T12:59:57Z,1945767,17016,0,3180,4.0,https://www.youtube.com/watch?v=j4nhZtXq1C4
Hear what ex-Fox commentator thinks about Tucker Carlson's Trump texts,2023-03-09T15:35:09Z,522249,6529,0,2895,7.1,https://www.youtube.com/watch?v=8y7iZ8oLFnE
See moment King Charles III takes formal oath as King,2022-09-10T15:56:18Z,287823,3492,0,1293,6.1,https://www.youtube.com/watch?v=IECTqy1KzQQ
Former Trump White House lawyer on the most damning part of Trump indictment,2023-06-13T00:14:37Z,612061,6907,0,2417,13.58,https://www.youtube.com/watch?v=GS8i23K8TjQ
See where Ukraine has been attacked,2022-02-24T11:26:55Z,730537,6081,0,4027,10.77,https://www.youtube.com/watch?v=X3ejF8u9bvc
See the moment CNN crew gets caught in Russian shelling,2022-04-26T11:44:50Z,1325533,23374,0,3679,9.93,https://www.youtube.com/watch?v=Ctq3R509anc
Officials identify big problem for Russia getting weapons,2022-10-16T19:00:23Z,3053126,25294,0,5581,8.62,https://www.youtube.com/watch?v=Wf2ZlHywkr4
See former Russian colonel's big change after criticizing Putin's war on state TV,2022-05-19T12:10:56Z,2073778,17774,0,4366,9.73,https://www.youtube.com/watch?v=yVHctkpNu24
'It's complicated.' Black Britons react to Queen Elizabeth II death,2022-09-09T19:53:49Z,390347,4207,0,7122,4.52,https://www.youtube.com/watch?v=J2-Pgcs1iYw
Flipping houses is getting a lot harder,2022-01-11T02:51:34Z,129916,1594,0,873,4.17,https://www.youtube.com/watch?v=OKN9b3Lz7Js
Drone pilots run into a problem while trying to spot Russian troops,2022-08-03T13:29:50Z,709068,5632,0,970,2.72,https://www.youtube.com/watch?v=qCOGqlVZ5qI
‘Reprehensible’: Acosta reacts to Fox News revelations,2023-02-20T02:30:06Z,460388,10468,0,3785,8.13,https://www.youtube.com/watch?v=FRkWe_wqFeQ
"Russia emptied out Crimea base, satellite imagery shows",2023-04-27T13:12:28Z,900957,5517,0,1355,4.78,https://www.youtube.com/watch?v=vy7ZGiYiMls
British Prime Minister Liz Truss called for end of the monarchy in 1994,2022-09-10T16:10:48Z,237144,1616,0,1669,1.75,https://www.youtube.com/watch?v=fSDFXLdqLYk
Hear how Steve Bannon reacted to the guilty verdict,2022-07-23T12:45:57Z,333111,5336,0,4229,9.38,https://www.youtube.com/watch?v=KN-TuGlIqBc
US launches retaliatory airstrike after deadly drone attack in Syria,2023-03-24T11:42:23Z,977805,7178,0,4860,8.43,https://www.youtube.com/watch?v=U-b_zdzrmqE
World leader describes Putin's mindset during meeting yesterday,2022-04-13T15:43:13Z,1319899,13465,0,4344,10.4,https://www.youtube.com/watch?v=5wDmrA8No_0
New footage shows contrast in Ivanka Trump's 2020 election comments,2022-06-23T20:25:09Z,860193,10451,0,3555,5.55,https://www.youtube.com/watch?v=klsqZiSqtWQ
Video appears to show moment cruise missile is shot down over Ukraine,2022-11-18T14:51:45Z,246839,2747,0,1099,4.85,https://www.youtube.com/watch?v=q7o4qMw4SwU
Ukraine claims frontline advances amid Russian chaos,2023-06-27T17:46:39Z,410629,3400,0,854,4.45,https://www.youtube.com/watch?v=pgjt223aaPY
CEO describes pulling money from bank hours before collapse,2023-03-11T14:23:50Z,2394019,17816,0,8072,7.22,https://www.youtube.com/watch?v=rlj2Y466wxg
See China's reaction as Pelosi heads to Taiwan,2022-08-02T01:02:06Z,808290,7738,0,9034,10.72,https://www.youtube.com/watch?v=D4yo4VnkB8g
Republican didn't want the press at his event. So CNN got creative,2022-05-10T03:48:48Z,1711433,19250,0,7967,4.08,https://www.youtube.com/watch?v=swGWZ0vTbVA
Queen Elizabeth II has died. See highlights from her life,2022-09-08T23:54:17Z,248016,2959,0,1301,10.17,https://www.youtube.com/watch?v=iWe8oZwBUs8
Dr. Oz campaign attacks Fetterman over his stroke,2022-08-25T01:13:27Z,325668,4575,0,4725,6.45,https://www.youtube.com/watch?v=jW9bICXZraE
Hear Putin's announcement about citizens in newly annexed regions,2022-09-30T19:14:15Z,578253,5249,0,5589,11.1,https://www.youtube.com/watch?v=SGLL-l6qz-o
GOP commentator calls out Santos for lying about his resume,2022-12-27T22:24:19Z,250350,3705,0,4485,8.37,https://www.youtube.com/watch?v=H-EbmFM_ahc
See Ukrainian children released from Russia's alleged 're-education' camps,2023-02-16T14:45:48Z,76410,1819,0,651,4.5,https://www.youtube.com/watch?v=FKTxTDey_Wg
Putin's reputed girlfriend included in proposed EU sanctions list,2022-05-06T15:21:08Z,461140,5051,0,1764,4.02,https://www.youtube.com/watch?v=H73yTDdcLTg
GOP governor refuses to support GOP candidate that just won in his state,2022-07-24T16:00:30Z,578438,7414,0,2862,7.87,https://www.youtube.com/watch?v=YvwoAN4_3bA
Two secret service agents say they heard claim Trump angrily demanded to go to Capitol,2022-07-02T11:58:28Z,1771405,24649,0,13791,9.02,https://www.youtube.com/watch?v=89yd3q_geMk
Russian woman grapples with cousin's death in war,2022-05-12T16:24:42Z,475642,5915,0,1530,4.48,https://www.youtube.com/watch?v=wyo4KiUkUxg
Ukraine has 'successfully' used UK-provided Storm Shadow missiles against Russia,2023-05-18T21:15:01Z,686741,6951,0,1507,9.93,https://www.youtube.com/watch?v=SAHRLFs_e9k
John Avlon calls out RNC for censuring Cheney and Kinzinger,2022-02-07T17:48:42Z,185683,3937,0,1052,4.72,https://www.youtube.com/watch?v=x-e5rMW1gZs
